date,state,confirmed,deaths,confirmed_per_100k_inhabitants
2020-04-19,PA,685,34,8
2020-04-19,PB,245,32,6
2020-04-19,PE,2459,216,26
2020-04-19,PI,158,12,5
2020-04-19,PR,1002,52,9
2020-04-19,RJ,4675,402,27
2020-04-19,RN,595,27,17
2020-04-19,RO,160,4,9
2020-04-19,RR,244,3,40
2020-04-19,RS,869,26,8
2020-04-19,SC,1025,35,14
2020-04-19,SE,86,5,4
2020-04-19,SP,14267,1015,31
2020-04-19,TO,34,1,2
2020-04-20,AC,176,8,20
2020-04-20,AL,171,18,5
2020-04-20,AM,2160,185,52
2020-04-20,AP,435,13,51
2020-04-20,BA,1377,47,9
2020-04-20,CE,3485,206,38
2020-04-20,DF,875,24,29
2020-04-20,ES,1212,34,30
2020-04-20,GO,403,19,6
2020-04-20,MA,1396,60,20
2020-04-20,MG,1189,41,6
2020-04-20,MS,171,5,6
2020-04-20,MT,181,6,5
2020-04-20,PA,902,35,10
2020-04-20,PB,263,33,7
2020-04-20,PE,2690,234,28
2020-04-20,PI,186,14,6
2020-04-20,PR,1022,53,9
2020-04-20,RJ,4899,422,28
2020-04-20,RN,608,28,17
2020-04-20,RO,199,4,11
2020-04-20,RR,247,3,41
2020-04-20,RS,904,27,8
2020-04-20,SC,1063,35,15
2020-04-20,SE,92,5,4
2020-04-20,SP,14580,1037,32
2020-04-20,TO,35,2,2
2020-04-21,AC,195,8,22
2020-04-21,AL,210,19,6
2020-04-21,AM,2270,193,55
2020-04-21,AP,466,13,55
2020-04-21,BA,1504,48,10
2020-04-21,CE,3682,221,40
2020-04-21,DF,913,24,30
2020-04-21,ES,1313,34,33
2020-04-21,GO,421,19,6
2020-04-21,MA,1604,66,23
2020-04-21,MG,1230,44,6
2020-04-21,MS,173,6,6
2020-04-21,MT,181,6,5
2020-04-21,PA,1026,38,12
2020-04-21,PB,301,39,7
2020-04-21,PE,2908,260,30
2020-04-21,PI,206,15,6
2020-04-21,PR,1039,55,9
2020-04-21,RJ,5306,461,31
2020-04-21,RN,646,29,18
2020-04-21,RO,223,5,13
2020-04-21,RR,280,3,46
2020-04-21,RS,918,27,8
2020-04-21,SC,1091,37,15
2020-04-21,SE,117,7,5
2020-04-21,SP,15385,1093,34
2020-04-21,TO,36,2,2
2020-04-22,AC,214,8,24
2020-04-22,AL,243,20,7
2020-04-22,AM,2479,206,60
2020-04-22,AP,492,14,58
2020-04-22,BA,1645,53,11
2020-04-22,CE,4116,239,45
2020-04-22,DF,959,25,32
2020-04-22,ES,1351,37,34
2020-04-22,GO,438,21,6
2020-04-22,MA,1757,76,25
2020-04-22,MG,1283,47,6
2020-04-22,MS,175,6,6
2020-04-22,MT,205,6,6
2020-04-22,PA,1195,43,14
2020-04-22,PB,345,40,9
2020-04-22,PE,3298,282,35
2020-04-22,PI,217,15,7
2020-04-22,PR,1077,60,9
2020-04-22,RJ,5552,490,32
2020-04-22,RN,708,34,20
2020-04-22,RO,223,5,13
2020-04-22,RR,297,3,49
2020-04-22,RS,970,28,9
2020-04-22,SC,1115,39,16
2020-04-22,SE,118,7,5
2020-04-22,SP,15914,1134,35
2020-04-22,TO,37,2,2
2020-04-23,AC,227,10,26
2020-04-23,AL,324,22,10
2020-04-23,AM,2888,234,70
2020-04-23,AP,555,16,66
2020-04-23,BA,1845,62,12
2020-04-23,CE,4702,271,51
2020-04-23,DF,968,26,32
2020-04-23,ES,1453,43,36
2020-04-23,GO,453,23,6
2020-04-23,MA,1951,88,28
2020-04-23,MG,1308,51,6
2020-04-23,MS,186,7,7
2020-04-23,MT,220,7,6
2020-04-23,PA,1267,53,15
2020-04-23,PB,386,44,10
2020-04-23,PE,3604,312,38
2020-04-23,PI,256,16,8
2020-04-23,PR,1096,62,10
2020-04-23,RJ,6172,530,36
2020-04-23,RN,754,38,22
2020-04-23,RO,250,5,14
2020-04-23,RR,304,3,50
2020-04-23,RS,1039,29,9
2020-04-23,SC,1170,42,16
2020-04-23,SE,135,8,6
2020-04-23,SP,16740,1345,36
2020-04-23,TO,43,2,3
2020-04-24,AC,234,11,27
2020-04-24,AL,413,27,12
2020-04-24,AM,3194,255,77
2020-04-24,AP,648,18,77
2020-04-24,BA,1979,67,13
2020-04-24,CE,5121,293,56
2020-04-24,DF,1012,26,34
2020-04-24,ES,1665,47,41
2020-04-24,GO,486,24,7
2020-04-24,MA,2105,100,30
2020-04-24,MG,1419,54,7
2020-04-24,MS,213,7,8
2020-04-24,MT,241,8,7
2020-04-24,PA,1579,86,18
2020-04-24,PB,447,46,11
2020-04-24,PE,3999,352,42
2020-04-24,PI,297,17,9
2020-04-24,PR,1133,67,10
2020-04-24,RJ,6282,570,36
2020-04-24,RN,781,40,22
2020-04-24,RO,290,6,16
2020-04-24,RR,345,3,57
2020-04-24,RS,1096,34,10
2020-04-24,SC,1209,42,17
2020-04-24,SE,145,8,6
2020-04-24,SP,17826,1512,39
2020-04-24,TO,50,2,3
2020-04-25,AC,258,11,29
2020-04-25,AL,501,29,15
2020-04-25,AM,3635,287,88
2020-04-25,AP,689,20,81
2020-04-25,BA,2116,72,14
2020-04-25,CE,5667,326,62
2020-04-25,DF,1020,27,34
2020-04-25,ES,1711,52,43
2020-04-25,GO,506,25,7
2020-04-25,MA,2223,112,31
2020-04-25,MG,1481,58,7
2020-04-25,MS,217,7,8
2020-04-25,MT,246,9,7
2020-04-25,PA,1745,95,20
2020-04-25,PB,499,49,12
2020-04-25,PE,4507,381,47
2020-04-25,PI,331,18,10
2020-04-25,PR,1155,71,10
2020-04-25,RJ,6828,615,40
2020-04-25,RN,825,44,24
2020-04-25,RO,328,7,18
2020-04-25,RR,401,4,66
2020-04-25,RS,1166,35,10
2020-04-25,SC,1235,42,17
2020-04-25,SE,154,9,7
2020-04-25,SP,20004,1667,44
2020-04-25,TO,58,2,4
2020-04-26,AC,279,11,32
2020-04-26,AL,560,32,17
2020-04-26,AM,3833,304,92
2020-04-26,AP,821,23,97
2020-04-26,BA,2248,74,15
2020-04-26,CE,6260,376,69
2020-04-26,DF,1125,27,37
2020-04-26,ES,1819,57,45
2020-04-26,GO,573,25,8
2020-04-26,MA,2410,125,34
2020-04-26,MG,1548,61,7
2020-04-26,MS,234,7,8
2020-04-26,MT,249,9,7
2020-04-26,PA,2070,114,24
2020-04-26,PB,543,50,14
2020-04-26,PE,4898,415,51
2020-04-26,PI,364,20,11
2020-04-26,PR,1171,75,10
2020-04-26,RJ,7111,645,41
2020-04-26,RN,832,45,24
2020-04-26,RO,364,10,20
2020-04-26,RR,407,4,67
2020-04-26,RS,1208,38,11
2020-04-26,SC,1337,43,19
2020-04-26,SE,175,9,8
2020-04-26,SP,20715,1700,45
2020-04-26,TO,67,2,4
2020-04-27,AC,301,14,34
2020-04-27,AL,643,34,19
2020-04-27,AM,3928,320,95
2020-04-27,AP,842,26,100
2020-04-27,BA,2356,83,16
2020-04-27,CE,6783,397,74
2020-04-27,DF,1189,28,39
2020-04-27,ES,1944,63,48
2020-04-27,GO,616,26,9
2020-04-27,MA,2528,145,36
2020-04-27,MG,1586,62,7
2020-04-27,MS,238,9,9
2020-04-27,MT,256,10,7
2020-04-27,PA,2219,122,26
2020-04-27,PB,633,53,16
2020-04-27,PE,5358,450,56
2020-04-27,PI,408,21,12
2020-04-27,PR,1201,77,11
2020-04-27,RJ,7944,677,46
2020-04-27,RN,857,48,24
2020-04-27,RO,393,10,22
2020-04-27,RR,425,4,70
2020-04-27,RS,1256,45,11
2020-04-27,SC,1476,44,21
2020-04-27,SE,211,11,9
2020-04-27,SP,21696,1825,47
2020-04-27,TO,79,2,5
2020-04-28,AC,317,16,36
2020-04-28,AL,777,36,23
2020-04-28,AM,4337,351,105
2020-04-28,AP,918,28,109
2020-04-28,BA,2564,93,17
2020-04-28,CE,6985,417,76
2020-04-28,DF,1230,28,41
2020-04-28,ES,2164,77,54
2020-04-28,GO,661,27,9
2020-04-28,MA,2804,166,40
2020-04-28,MG,1649,71,8
2020-04-28,MS,240,9,9
2020-04-28,MT,263,11,8
2020-04-28,PA,2319,132,27
2020-04-28,PB,698,57,17
2020-04-28,PE,5724,508,60
2020-04-28,PI,454,24,14
2020-04-28,PR,1286,79,11
2020-04-28,RJ,8504,738,49
2020-04-28,RN,1086,54,31
2020-04-28,RO,413,11,23
2020-04-28,RR,425,4,70
2020-04-28,RS,1350,49,12
2020-04-28,SC,1995,44,28
2020-04-28,SE,280,11,12
2020-04-28,SP,24041,2049,52
2020-04-28,TO,116,2,7
2020-04-29,AC,354,18,40
2020-04-29,AL,957,41,29
2020-04-29,AM,4801,380,116
2020-04-29,AP,1016,31,120
2020-04-29,BA,2676,100,18
2020-04-29,CE,7409,450,81
2020-04-29,DF,1313,28,44
2020-04-29,ES,2538,84,63
2020-04-29,GO,705,27,10
2020-04-29,MA,3190,184,45
2020-04-29,MG,1758,80,8
2020-04-29,MS,249,9,9
2020-04-29,MT,292,11,8
2020-04-29,PA,2586,156,30
2020-04-29,PB,814,62,20
2020-04-29,PE,6194,538,65
2020-04-29,PI,513,24,16
2020-04-29,PR,1364,84,12
2020-04-29,RJ,8869,794,51
2020-04-29,RN,1177,56,34
2020-04-29,RO,433,15,24
2020-04-29,RR,426,4,70
2020-04-29,RS,1420,51,12
2020-04-29,SC,2085,46,29
2020-04-29,SE,280,11,12
2020-04-29,SP,26158,2247,57
2020-04-29,TO,137,3,9
2020-04-30,AC,404,19,46
2020-04-30,AL,1045,47,31
2020-04-30,AM,5254,425,127
2020-04-30,AP,1080,34,128
2020-04-30,BA,2867,106,19
2020-04-30,CE,7861,492,86
2020-04-30,DF,1423,30,47
2020-04-30,ES,2688,93,67
2020-04-30,GO,781,29,11
2020-04-30,MA,3506,204,50
2020-04-30,MG,1827,82,9
2020-04-30,MS,255,9,9
2020-04-30,MT,302,11,9
2020-04-30,PA,2999,224,35
2020-04-30,PB,926,67,23
2020-04-30,PE,6876,565,72
2020-04-30,PI,600,24,18
2020-04-30,PR,1423,88,12
2020-04-30,RJ,9453,854,55
2020-04-30,RN,1297,56,37
2020-04-30,RO,502,16,28
2020-04-30,RR,519,7,86
2020-04-30,RS,1529,58,13
2020-04-30,SC,2394,48,33
2020-04-30,SE,453,14,20
2020-04-30,SP,28698,2375,62
2020-04-30,TO,164,3,10
2020-05-01,AC,487,19,55
2020-05-01,AL,1226,53,37
2020-05-01,AM,5723,476,138
2020-05-01,AP,1121,37,133
2020-05-01,BA,3140,117,21
2020-05-01,CE,8000,539,88
2020-05-01,DF,1546,31,51
2020-05-01,ES,2913,101,72
2020-05-01,GO,808,29,12
2020-05-01,MA,3805,224,54
2020-05-01,MG,1935,88,9
2020-05-01,MS,261,9,9
2020-05-01,MT,320,11,9
2020-05-01,PA,3359,263,39
2020-05-01,PB,1034,74,26
2020-05-01,PE,7334,603,77
2020-05-01,PI,665,26,20
2020-05-01,PR,1464,92,13
2020-05-01,RJ,10166,921,59
2020-05-01,RN,1366,59,39
2020-05-01,RO,585,18,33
2020-05-01,RR,519,7,86
2020-05-01,RS,1619,62,14
2020-05-01,SC,2104,50,29
2020-05-01,SE,517,14,22
2020-05-01,SP,30374,2511,66
2020-05-01,TO,191,4,12
2020-05-02,AC,553,22,63
2020-05-02,AL,1371,58,41
2020-05-02,AM,6062,501,146
2020-05-02,AP,1187,40,140
2020-05-02,BA,3315,123,22
2020-05-02,CE,8309,638,91
2020-05-02,DF,1605,32,53
2020-05-02,ES,3104,104,77
2020-05-02,GO,825,30,12
2020-05-02,MA,4040,237,57
2020-05-02,MG,2023,88,10
2020-05-02,MS,266,9,10
2020-05-02,MT,333,12,10
2020-05-02,PA,3727,306,43
2020-05-02,PB,1169,76,29
2020-05-02,PE,8145,628,85
2020-05-02,PI,742,28,23
2020-05-02,PR,1510,93,13
2020-05-02,RJ,10546,971,61
2020-05-02,RN,1392,61,40
2020-05-02,RO,654,23,37
2020-05-02,RR,519,7,86
2020-05-02,RS,1666,65,15
2020-05-02,SC,2346,52,33
2020-05-02,SE,601,14,26
2020-05-02,SP,31174,2586,68
2020-05-02,TO,246,4,16
2020-05-03,AC,658,25,75
2020-05-03,AL,1441,64,43
2020-05-03,AM,6683,548,161
2020-05-03,AP,1482,43,175
2020-05-03,BA,3566,128,24
2020-05-03,CE,8379,677,92
2020-05-03,DF,1720,33,57
2020-05-03,ES,3208,115,80
2020-05-03,GO,850,30,12
2020-05-03,MA,4227,249,60
2020-05-03,MG,2118,89,10
2020-05-03,MS,272,10,10
2020-05-03,MT,337,12,10
2020-05-03,PA,3920,317,46
2020-05-03,PB,1219,79,30
2020-05-03,PE,8643,652,90
2020-05-03,PI,784,28,24
2020-05-03,PR,1533,96,13
2020-05-03,RJ,11139,1019,65
2020-05-03,RN,1421,62,41
2020-05-03,RO,705,24,40
2020-05-03,RR,533,7,88
2020-05-03,RS,1690,67,15
2020-05-03,SC,2519,52,35
2020-05-03,SE,730,14,32
2020-05-03,SP,31772,2627,69
2020-05-03,TO,267,6,17
2020-05-04,AC,733,28,83
2020-05-04,AL,1538,72,46
2020-05-04,AM,7313,585,176
2020-05-04,AP,1733,49,205
2020-05-04,BA,3734,141,25
2020-05-04,CE,11040,712,121
2020-05-04,DF,1793,33,59
2020-05-04,ES,3351,123,83
2020-05-04,GO,861,30,12
2020-05-04,MA,4530,271,64
2020-05-04,MG,2347,90,11
2020-05-04,MS,274,10,10
2020-05-04,MT,344,13,10
2020-05-04,PA,4262,344,50
2020-05-04,PB,1361,85,34
2020-05-04,PE,8863,691,93
2020-05-04,PI,875,29,27
2020-05-04,PR,1581,97,14
2020-05-04,RJ,11721,1065,68
2020-05-04,RN,1536,68,44
2020-05-04,RO,756,25,43
2020-05-04,RR,578,11,95
2020-05-04,RS,1768,76,16
2020-05-04,SC,2623,55,37
2020-05-04,SE,772,17,34
2020-05-04,SP,32187,2654,70
2020-05-04,TO,303,7,19
2020-05-05,AC,817,29,93
2020-05-05,AL,1605,80,48
2020-05-05,AM,8109,649,196
2020-05-05,AP,1931,55,228
2020-05-05,BA,4040,146,27
2020-05-05,CE,11470,795,126
2020-05-05,DF,1837,34,61
2020-05-05,ES,3540,133,88
2020-05-05,GO,922,38,13
2020-05-05,MA,5028,291,71
2020-05-05,MG,2452,94,12
2020-05-05,MS,283,10,10
2020-05-05,MT,366,13,11
2020-05-05,PA,4756,375,55
2020-05-05,PB,1493,92,37
2020-05-05,PE,9325,749,98
2020-05-05,PI,949,30,29
2020-05-05,PR,1608,102,14
2020-05-05,RJ,12391,1123,72
2020-05-05,RN,1644,72,47
2020-05-05,RO,861,29,48
2020-05-05,RR,869,11,143
2020-05-05,RS,2019,83,18
2020-05-05,SC,2795,58,39
2020-05-05,SE,898,21,39
2020-05-05,SP,34053,2851,74
2020-05-05,TO,351,9,22
2020-05-06,AC,943,35,107
2020-05-06,AL,1703,89,51
2020-05-06,AM,9243,751,223
2020-05-06,AP,2046,56,242
2020-05-06,BA,4301,160,29
2020-05-06,CE,12310,849,135
2020-05-06,DF,2046,35,68
2020-05-06,ES,3714,146,92
2020-05-06,GO,1024,45,15
2020-05-06,MA,5389,305,76
2020-05-06,MG,2605,97,12
2020-05-06,MS,288,10,10
2020-05-06,MT,385,13,11
2020-05-06,PA,5524,410,64
2020-05-06,PB,1657,101,41
2020-05-06,PE,9881,803,103
2020-05-06,PI,1051,35,32
2020-05-06,PR,1647,104,14
2020-05-06,RJ,13295,1205,77
2020-05-06,RN,1739,76,50
2020-05-06,RO,943,33,53
2020-05-06,RR,932,13,154
2020-05-06,RS,2100,90,18
2020-05-06,SC,2917,59,41
2020-05-06,SE,998,23,43
2020-05-06,SP,37853,3045,82
2020-05-06,TO,423,9,27
2020-05-07,AC,1014,36,115
2020-05-07,AL,1867,98,56
2020-05-07,AM,10099,806,244
2020-05-07,AP,2199,61,260
2020-05-07,BA,4528,165,30
2020-05-07,CE,13888,903,152
2020-05-07,DF,2258,35,75
2020-05-07,ES,3988,157,99
2020-05-07,GO,1027,44,15
2020-05-07,MA,5909,330,84
2020-05-07,MG,2770,106,13
2020-05-07,MS,311,10,11
2020-05-07,MT,419,14,12
2020-05-07,PA,5935,488,69
2020-05-07,PB,1849,111,46
2020-05-07,PE,10824,845,113
2020-05-07,PI,1131,37,35
2020-05-07,PR,1678,107,15
2020-05-07,RJ,14156,1394,82
2020-05-07,RN,1821,81,52
2020-05-07,RO,1098,37,62
2020-05-07,RR,1020,14,168
2020-05-07,RS,2182,91,19
2020-05-07,SC,3082,63,43
2020-05-07,SE,1214,25,53
2020-05-07,SP,39928,3206,87
2020-05-07,TO,494,9,31
2020-05-08,AC,1177,38,133
2020-05-08,AL,2033,108,61
2020-05-08,AM,10727,874,259
2020-05-08,AP,2322,66,275
2020-05-08,BA,4818,183,32
2020-05-08,CE,15134,997,166
2020-05-08,DF,2442,37,81
2020-05-08,ES,4242,165,106
2020-05-08,GO,1053,49,15
2020-05-08,MA,6765,355,96
2020-05-08,MG,2943,111,14
2020-05-08,MS,326,11,12
2020-05-08,MT,464,15,13
2020-05-08,PA,6519,574,76
2020-05-08,PB,2030,114,51
2020-05-08,PE,11587,927,121
2020-05-08,PI,1233,38,38
2020-05-08,PR,1734,109,15
2020-05-08,RJ,15741,1503,91
2020-05-08,RN,1919,87,55
2020-05-08,RO,1222,39,69
2020-05-08,RR,1124,16,186
2020-05-08,RS,2493,95,22
2020-05-08,SC,3205,63,45
2020-05-08,SE,1438,28,63
2020-05-08,SP,41830,3416,91
2020-05-08,TO,572,9,36
2020-05-09,AC,1335,40,151
2020-05-09,AL,2170,114,65
2020-05-09,AM,11925,962,288
2020-05-09,AP,2493,69,295
2020-05-09,BA,5174,196,35
2020-05-09,CE,15879,1062,174
2020-05-09,DF,2576,39,85
2020-05-09,ES,4412,172,110
2020-05-09,GO,1069,47,15
2020-05-09,MA,7599,379,107
2020-05-09,MG,3123,118,15
2020-05-09,MS,346,11,12
2020-05-09,MT,502,16,14
2020-05-09,PA,7018,610,82
2020-05-09,PB,2156,124,54
2020-05-09,PE,12470,972,130
2020-05-09,PI,1278,42,39
2020-05-09,PR,1809,110,16
2020-05-09,RJ,16929,1653,98
2020-05-09,RN,1919,87,55
2020-05-09,RO,1263,41,71
2020-05-09,RR,1202,18,198
2020-05-09,RS,2542,97,22
2020-05-09,SC,3372,64,47
2020-05-09,SE,1588,33,69
2020-05-09,SP,44411,3608,97
2020-05-09,TO,688,11,44
2020-05-10,AC,1447,41,164
2020-05-10,AL,2258,126,68
2020-05-10,AM,12599,1004,304
2020-05-10,AP,2613,72,309
2020-05-10,BA,5558,202,37
2020-05-10,CE,16692,1114,183
2020-05-10,DF,2682,42,89
2020-05-10,ES,4599,181,114
2020-05-10,GO,1093,47,16
2020-05-10,MA,8144,399,115
2020-05-10,MG,3237,119,15
2020-05-10,MS,362,11,13
2020-05-10,MT,519,18,15
2020-05-10,PA,7348,672,85
2020-05-10,PB,2341,135,58
2020-05-10,PE,13275,1047,139
2020-05-10,PI,1332,45,41
2020-05-10,PR,1859,112,16
2020-05-10,RJ,17062,1714,99
2020-05-10,RN,1930,87,55
2020-05-10,RO,1302,43,73
2020-05-10,RR,1290,21,213
2020-05-10,RS,2576,100,23
2020-05-10,SC,3429,65,48
2020-05-10,SE,1771,34,77
2020-05-10,SP,45444,3709,99
2020-05-10,TO,747,12,47
2020-05-11,AC,1460,44,166
2020-05-11,AL,2343,138,70
2020-05-11,AM,12919,1035,312
2020-05-11,AP,2671,73,316
2020-05-11,BA,5808,214,39
2020-05-11,CE,17599,1189,193
2020-05-11,DF,2799,44,93
2020-05-11,ES,4819,196,120
2020-05-11,GO,1100,49,16
2020-05-11,MA,8526,423,121
2020-05-11,MG,3320,121,16
2020-05-11,MS,385,11,14
2020-05-11,MT,545,19,16
2020-05-11,PA,8069,812,94
2020-05-11,PB,2525,139,63
2020-05-11,PE,13768,1087,144
2020-05-11,PI,1443,49,44
2020-05-11,PR,1873,114,16
2020-05-11,RJ,17939,1770,104
2020-05-11,RN,2033,93,58
2020-05-11,RO,1398,47,79
2020-05-11,RR,1295,24,214
2020-05-11,RS,2808,105,25
2020-05-11,SC,3529,69,49
2020-05-11,SE,1800,37,78
2020-05-11,SP,46131,3743,100
2020-05-11,TO,828,14,53
2020-05-12,AC,1590,51,180
2020-05-12,AL,2580,150,77
2020-05-12,AM,14168,1098,342
2020-05-12,AP,2910,86,344
2020-05-12,BA,6204,225,42
2020-05-12,CE,18412,1280,202
2020-05-12,DF,2979,46,99
2020-05-12,ES,5087,212,127
2020-05-12,GO,1115,52,16
2020-05-12,MA,9112,444,129
2020-05-12,MG,3435,127,16
2020-05-12,MS,405,12,15
2020-05-12,MT,604,20,17
2020-05-12,PA,9059,914,105
2020-05-12,PB,2777,154,69
2020-05-12,PE,14309,1157,150
2020-05-12,PI,1612,57,49
2020-05-12,PR,1930,116,17
2020-05-12,RJ,18486,1928,107
2020-05-12,RN,2367,105,67
2020-05-12,RO,1460,50,82
2020-05-12,RR,1411,28,233
2020-05-12,RS,2917,111,26
2020-05-12,SC,3733,73,52
2020-05-12,SE,2032,37,88
2020-05-12,SP,47719,3949,104
2020-05-12,TO,932,21,59
2020-05-13,AC,1694,52,192
2020-05-13,AL,2761,164,83
2020-05-13,AM,15816,1160,382
2020-05-13,AP,3005,94,355
2020-05-13,BA,6547,236,44
2020-05-13,CE,19156,1389,210
2020-05-13,DF,3192,48,106
2020-05-13,ES,5401,233,134
2020-05-13,GO,1225,61,17
2020-05-13,MA,9801,470,139
2020-05-13,MG,3733,135,18
2020-05-13,MS,430,13,15
2020-05-13,MT,673,21,19
2020-05-13,PA,10344,1022,120
2020-05-13,PB,3045,157,76
2020-05-13,PE,14901,1224,156
2020-05-13,PI,1784,60,55
2020-05-13,PR,2023,120,18
2020-05-13,RJ,18728,2050,108
2020-05-13,RN,2537,117,72
2020-05-13,RO,1612,50,91
2020-05-13,RR,1411,29,233
2020-05-13,RS,2997,120,26
2020-05-13,SC,3828,73,53
2020-05-13,SE,2268,42,99
2020-05-13,SP,51097,4118,111
2020-05-13,TO,1029,23,65
2020-05-14,AC,1740,55,197
2020-05-14,AL,2972,177,89
2020-05-14,AM,17181,1235,415
2020-05-14,AP,3428,101,405
2020-05-14,BA,6955,262,47
2020-05-14,CE,21077,1413,231
2020-05-14,DF,3416,51,113
2020-05-14,ES,5813,249,145
2020-05-14,GO,1460,67,21
2020-05-14,MA,10739,496,152
2020-05-14,MG,3950,139,19
2020-05-14,MS,452,14,16
2020-05-14,MT,734,24,21
2020-05-14,PA,11479,1095,133
2020-05-14,PB,3361,160,84
2020-05-14,PE,15588,1298,163
2020-05-14,PI,1905,60,58
2020-05-14,PR,2091,122,18
2020-05-14,RJ,19467,2247,113
2020-05-14,RN,2786,122,79
2020-05-14,RO,1686,56,95
2020-05-14,RR,1500,37,248
2020-05-14,RS,3101,126,27
2020-05-14,SC,4332,78,60
2020-05-14,SE,2494,47,108
2020-05-14,SP,54286,4315,118
2020-05-14,TO,1179,24,75
2020-05-15,AC,1785,57,202
2020-05-15,AL,3212,187,96
2020-05-15,AM,18392,1331,444
2020-05-15,AP,3630,103,429
2020-05-15,BA,8128,281,55
2020-05-15,CE,23059,1566,253
2020-05-15,DF,3787,55,126
2020-05-15,ES,6198,260,154
2020-05-15,GO,1605,67,23
2020-05-15,MA,11592,524,164
2020-05-15,MG,4196,146,20
2020-05-15,MS,479,14,17
2020-05-15,MT,792,26,23
2020-05-15,PA,12626,1175,147
2020-05-15,PB,3739,170,93
2020-05-15,PE,16209,1381,170
2020-05-15,PI,2085,65,64
2020-05-15,PR,2167,124,19
2020-05-15,RJ,19987,2438,116
2020-05-15,RN,2786,122,79
2020-05-15,RO,1794,62,101
2020-05-15,RR,1589,40,262
2020-05-15,RS,3695,132,32
2020-05-15,SC,4562,79,64
2020-05-15,SE,2868,50,125
2020-05-15,SP,58378,4501,127
2020-05-15,TO,1279,27,81
2020-05-16,AC,1867,59,212
2020-05-16,AL,3593,199,108
2020-05-16,AM,19677,1375,475
2020-05-16,AP,3834,108,453
2020-05-16,BA,8314,286,56
2020-05-16,CE,23795,1614,261
2020-05-16,DF,4140,56,137
2020-05-16,ES,6595,271,164
2020-05-16,GO,1652,69,24
2020-05-16,MA,12492,549,177
2020-05-16,MG,4474,150,21
2020-05-16,MS,508,15,18
2020-05-16,MT,857,27,25
2020-05-16,PA,13464,1223,157
2020-05-16,PB,4063,183,101
2020-05-16,PE,18488,1461,193
2020-05-16,PI,2252,72,69
2020-05-16,PR,2272,126,20
2020-05-16,RJ,21601,2614,125
2020-05-16,RN,3004,136,86
2020-05-16,RO,1918,69,108
2020-05-16,RR,1706,49,282
2020-05-16,RS,3734,138,33
2020-05-16,SC,4678,81,65
2020-05-16,SE,3135,53,136
2020-05-16,SP,61183,4688,133
2020-05-16,TO,1279,27,81
2020-05-17,AC,1996,62,226
2020-05-17,AL,3816,210,114
2020-05-17,AM,20328,1413,490
2020-05-17,AP,3952,119,467
2020-05-17,BA,8443,295,57
2020-05-17,CE,24255,1641,266
2020-05-17,DF,4368,58,145
2020-05-17,ES,6744,285,168
2020-05-17,GO,1692,70,24
2020-05-17,MA,13238,576,187
2020-05-17,MG,4611,156,22
2020-05-17,MS,570,15,21
2020-05-17,MT,901,27,26
2020-05-17,PA,14201,1280,165
2020-05-17,PB,4347,194,108
2020-05-17,PE,19452,1516,204
2020-05-17,PI,2287,80,70
2020-05-17,PR,2316,127,20
2020-05-17,RJ,22238,2715,129
2020-05-17,RN,3138,139,89
2020-05-17,RO,1963,74,110
2020-05-17,RR,1791,51,296
2020-05-17,RS,3735,144,33
2020-05-17,SC,4776,83,67
2020-05-17,SE,3343,57,145
2020-05-17,SP,62345,4782,136
2020-05-17,TO,1496,32,95
2020-05-18,AC,2234,67,253
2020-05-18,AL,4031,221,121
2020-05-18,AM,20913,1433,505
2020-05-18,AP,4023,127,476
2020-05-18,BA,8881,312,60
2020-05-18,CE,26363,1748,289
2020-05-18,DF,4618,66,153
2020-05-18,ES,7157,302,178
2020-05-18,GO,1781,73,25
2020-05-18,MA,14198,604,201
2020-05-18,MG,4695,161,22
2020-05-18,MS,613,16,22
2020-05-18,MT,941,30,27
2020-05-18,PA,15467,1392,180
2020-05-18,PB,4786,207,119
2020-05-18,PE,20094,1640,210
2020-05-18,PI,2440,85,75
2020-05-18,PR,2390,130,21
2020-05-18,RJ,26665,2852,154
2020-05-18,RN,3483,160,99
2020-05-18,RO,2043,83,115
2020-05-18,RR,1882,60,311
2020-05-18,RS,3750,151,33
2020-05-18,SC,5175,85,72
2020-05-18,SE,3566,59,155
2020-05-18,SP,63066,4823,137
2020-05-18,TO,1646,38,105
2020-05-19,AC,2482,73,281
2020-05-19,AL,4319,234,129
2020-05-19,AM,22132,1491,534
2020-05-19,AP,4310,136,510
2020-05-19,BA,11013,326,74
2020-05-19,CE,28112,1856,308
2020-05-19,DF,4853,72,161
2020-05-19,ES,7693,325,191
2020-05-19,GO,1880,73,27
2020-05-19,MA,15114,634,214
2020-05-19,MG,4977,167,24
2020-05-19,MS,642,16,23
2020-05-19,MT,1005,32,29
2020-05-19,PA,17177,1554,200
2020-05-19,PB,5300,219,132
2020-05-19,PE,21242,1741,222
2020-05-19,PI,2637,87,81
2020-05-19,PR,2519,133,22
2020-05-19,RJ,27805,3079,161
2020-05-19,RN,3796,170,108
2020-05-19,RO,2413,88,136
2020-05-19,RR,1988,64,328
2020-05-19,RS,3798,160,33
2020-05-19,SC,5413,91,76
2020-05-19,SE,3967,63,173
2020-05-19,SP,65995,5147,144
2020-05-19,TO,1809,42,115
2020-05-20,AC,2817,75,319
2020-05-20,AL,4437,251,133
2020-05-20,AM,23704,1561,572
2020-05-20,AP,4549,142,538
